frame,t_s,x,y,vx_mps,vy_mps,ax_mps2,ay_mps2,speed_mps,intensity_v,distance_m,distance_v,total_v,pan
48,1.6,0.0,-0.9642493367262452,0.0,0.04899330479474149,0.0,0.0366679972339861,1.5333333333333332,0.0,0.0,0.0,0.0,0.0
49,1.6333333333333333,0.0,-0.9625902541789163,0.0,0.05022067510430376,0.0,0.0368211092868681,1.5444444444444443,0.0,0.0,0.0,0.0,0.0
50,1.6666666666666667,0.0,-0.9608900382786172,0.0,0.05145306564065119,0.0,0.03697171609042295,1.5555555555555556,0.0,0.0,0.0,0.0,0.0
51,1.7,0.0,-0.9591485224790225,0.0,0.05269039590842948,0.0,0.03711990803334862,1.5666666666666667,0.0,0.0,0.0,0.0,0.0
52,1.7333333333333334,0.0,-0.9573655428779029,0.0,0.053932588259452935,0.0,0.03726577053070369,1.577777777777778,0.0,0.0,0.0,0.0,0.0
53,1.7666666666666666,0.0,-0.955540938124504,0.0,0.05517956773905907,0.0,0.037409384388184044,1.588888888888889,0.0,0.0,0.0,0.0,0.0
54,1.8,0.0,-0.9536745493318759,0.0,0.056431261943503785,0.0,0.03755082613334147,1.6,0.0,0.0,0.0,0.0,0.0
55,1.8333333333333333,0.0,-0.9517662199938014,0.0,0.05768760088741355,0.0,0.037690168317292966,1.6111111111111112,0.0,0.0,0.0,0.0,0.0
56,1.8666666666666667,0.0,-0.9498157959060015,0.0,0.05894851688041472,0.0,0.03782747979003506,1.6222222222222222,0.0,0.0,0.0,0.0,0.0
57,1.9,0.0,-0.9478231250913247,0.0,0.06021394441215201,0.0,0.03796282595211878,1.6333333333333333,0.0,0.0,0.0,0.0,0.0
58,1.9333333333333333,0.0,-0.9457880577286516,0.0,0.06148382004498797,0.0,0.03809626898507883,1.6444444444444444,0.0,0.0,0.0,0.0,0.0
59,1.9666666666666666,0.0,-0.9437104460852683,0.0,0.06275808231374659,0.0,0.03822786806275853,1.6555555555555554,0.0,0.0,0.0,0.0,0.0
60,2.0,0.0,-0.941590144452484,0.0,0.06403667163192672,0.0,0.03835767954540395,1.6666666666666665,0.0,0.0,0.0,0.0,0.0
61,2.033333333333333,0.0,-0.939427009084283,0.0,0.0653195302038667,0.0,0.03848575715819938,1.6777777777777776,0.0,0.0,0.0,0.0,0.0
62,2.066666666666667,0.0,-0.9372208981388226,0.0,0.06660660194239115,0.0,0.03861215215573352,1.688888888888889,0.0,0.0,0.0,0.0,0.0
63,2.1,0.0,-0.9349716716225994,0.0,0.06789783239151445,0.0,0.03873691347369895,1.7000000000000002,0.0,0.0,0.0,0.0,0.0
64,2.1333333333333333,0.0,-0.9326791913371213,0.0,0.06919316865381502,0.0,0.03886008786901693,1.7111111111111112,0.0,0.0,0.0,0.0,0.0
65,2.1666666666666665,0.0,-0.9303433208279351,0.0,0.07049255932212965,0.0,0.03898172004943912,1.7222222222222223,0.0,0.0,0.0,0.0,0.0
66,2.2,0.0,-0.9279639253358718,0.0,0.07179595441524782,0.0,0.039101852793544944,1.7333333333333334,0.0,0.0,0.0,0.0,0.0
67,2.2333333333333334,0.0,-0.9255408717503784,0.0,0.0731033053173151,0.0,0.03922052706201842,1.7444444444444445,0.0,0.0,0.0,0.0,0.0
68,2.2666666666666666,0.0,-0.9230740285648195,0.0,0.07441456472067905,0.0,0.039337782100918456,1.7555555555555555,0.0,0.0,0.0,0.0,0.0
69,2.3,0.0,-0.9205632658336351,0.0,0.07572968657193452,0.0,0.03945365553766414,1.7666666666666666,0.0,0.0,0.0,0.0,0.0
70,2.3333333333333335,0.0,-0.9180084551312535,0.0,0.07704862602094496,0.0,0.03956818347031335,1.7777777777777777,0.0,0.0,0.0,0.0,0.0
71,2.3666666666666667,0.0,-0.915409469512661,0.0,0.07837133937263605,0.0,0.039681400550732465,1.7888888888888888,0.0,0.0,0.0,0.0,0.0
72,2.4,0.0,-0.912766183475542,0.0,0.07969778404137301,0.0,0.03979334006210894,1.7999999999999998,0.0,0.0,0.0,0.0,0.0
73,2.433333333333333,0.0,-0.9100784729239018,0.0,0.08102791850774996,0.0,0.03990403399130843,1.811111111111111,0.0,0.0,0.0,0.0,0.0
74,2.466666666666667,0.0,-0.907346215133099,0.0,0.08236170227763179,0.0,0.0400135130964549,1.8222222222222224,0.0,0.0,0.0,0.0,0.0
75,2.5,0.0,-0.9045692887162101,0.0,0.08369909584330265,0.0,0.040121806970125906,1.8333333333333335,0.0,0.0,0.0,0.0,0.0
76,2.533333333333333,0.0,-0.9017475735916614,0.0,0.08504006064658576,0.0,0.0402289440984932,1.8444444444444446,0.0,0.0,0.0,0.0,0.0
77,2.566666666666667,0.0,-0.898880950952062,0.0,0.08638455904380993,0.0,0.04033495191672509,1.8555555555555556,0.0,0.0,0.0,0.0,0.0
78,2.6,0.0,-0.8959693032341807,0.0,0.08773255427250769,0.0,0.040439856860932794,1.8666666666666667,0.0,0.0,0.0,0.0,0.0
79,2.6333333333333333,0.0,-0.8930125140900077,0.0,0.08908401041973793,0.0,0.04054368441690728,1.8777777777777778,0.0,0.0,0.0,0.0,0.0
80,2.6666666666666665,0.0,-0.8900104683588513,0.0,0.09043889239193456,0.0,0.04064645916589893,1.8888888888888888,0.0,0.0,0.0,0.0,0.0
81,2.7,0.0,-0.8869630520404177,0.0,0.09179716588618926,0.0,0.040748204827640994,1.9,0.0,0.0,0.0,0.0,0.0
82,2.7333333333333334,0.0,-0.8838701522688289,0.0,0.09315879736288336,0.0,0.04084894430082309,1.911111111111111,0.0,0.0,0.0,0.0,0.0
83,2.7666666666666666,0.0,-0.880731657287535,0.0,0.09452375401958978,0.0,0.04094869970119236,1.922222222222222,0.0,0.0,0.0,0.0,0.0
84,2.8,0.0,-0.8775474564250779,0.0,0.09589200376617119,0.0,0.04104749239744229,1.9333333333333331,0.0,0.0,0.0,0.0,0.0
85,2.8333333333333335,0.0,-0.87431744007167,0.0,0.09726351520100648,0.0,0.04114534304505896,1.9444444444444446,0.0,0.0,0.0,0.0,0.0
86,2.8666666666666667,0.0,-0.8710414996565494,0.0,0.09863825758828125,0.0,0.04124227161824298,1.9555555555555557,0.0,0.0,0.0,0.0,0.0
87,2.9,0.0,-0.8677195276260776,0.0,0.10001620083628299,0.0,0.0413382974400521,1.9666666666666668,0.0,0.0,0.0,0.0,0.0
88,2.933333333333333,0.0,-0.8643514174225477,0.0,0.10139731547664564,0.0,0.041433439210879636,1.9777777777777779,0.0,0.0,0.0,0.0,0.0
89,2.966666666666667,0.0,-0.8609370634636708,0.0,0.10278157264449138,0.0,0.041527715035372115,1.988888888888889,0.0,0.0,0.0,0.0,0.0
90,3.0,0.0,-0.8574763611227132,0.0,0.10416894405942148,0.0,0.041621142447903076,2.0,0.0,0.0,0.0,0.0,0.0
91,3.033333333333333,0.0,-0.853969206709254,0.0,0.10555940200731073,0.0,0.04171373843667753,2.022222222222222,0.0,0.0,0.0,0.0,0.0
92,3.066666666666667,0.0,-0.8504154974505416,0.0,0.10695291932286284,0.0,0.04180551946656327,2.0444444444444447,0.0,0.0,0.0,0.0,0.0
93,3.1,0.0,-0.8468151314734185,0.0,0.10834946937288753,0.0,0.041896501500740674,2.066666666666667,0.0,0.0,0.0,0.0,0.0
94,3.1333333333333333,0.0,-0.8431680077867958,0.0,0.1097490260402614,0.0,0.04198670002121624,2.088888888888889,0.0,0.0,0.0,0.0,0.0
95,3.1666666666666665,0.0,-0.8394740262646528,0.0,0.11115156370853835,0.0,0.04207613004830829,2.111111111111111,0.0,0.0,0.0,0.0,0.0
96,3.2,0.0,-0.8357330876295398,0.0,0.1125570572471758,0.0,0.042164806159123436,2.1333333333333333,0.0,0.0,0.0,0.0,0.0
97,3.2333333333333334,0.0,-0.8319450934365668,0.0,0.11396548199734682,0.0,0.042252742505130836,2.1555555555555554,0.0,0.0,0.0,0.0,0.0
98,3.2666666666666666,0.0,-0.8281099460578559,0.0,0.11537681375830855,0.0,0.04233995282885178,2.1777777777777776,0.0,0.0,0.0,0.0,0.0
99,3.3,0.0,-0.8242275486674422,0.0,0.11679102877429955,0.0,0.0424264504797299,2.1999999999999997,0.0,0.0,0.0,0.0,0.0
100,3.3333333333333335,0.0,-0.8202978052266025,0.0,0.11820810372194096,0.0,0.04251224842924242,2.2222222222222223,0.0,0.0,0.0,0.0,0.0
101,3.3666666666666667,0.0,-0.8163206204695987,0.0,0.11962801569811683,0.0,0.042597359285276165,2.2444444444444445,0.0,0.0,0.0,0.0,0.0
102,3.4,0.0,-0.812295899889819,0.0,0.1210507422083109,0.0,0.042681795305822,2.2666666666666666,0.0,0.0,0.0,0.0,0.0
103,3.433333333333333,0.0,-0.8082235497263005,0.0,0.12247626115537824,0.0,0.042765568412020255,2.2888888888888888,0.0,0.0,0.0,0.0,0.0
104,3.466666666666667,0.0,-0.8041034769506215,0.0,0.12390455082873197,0.0,0.042848690200611994,2.3111111111111113,0.0,0.0,0.0,0.0,0.0
105,3.5,0.0,-0.7999355892541485,0.0,0.12533558989392488,0.0,0.04293117195578705,2.3333333333333335,0.0,0.0,0.0,0.0,0.0
106,3.533333333333333,0.0,-0.7957197950356253,0.0,0.1267693573826092,0.0,0.04301302466052953,2.3555555555555556,0.0,0.0,0.0,0.0,0.0
107,3.566666666666667,0.0,-0.7914560033890912,0.0,0.12820583268285599,0.0,0.04309425900740377,2.3777777777777778,0.0,0.0,0.0,0.0,0.0
108,3.6,0.0,-0.7871441240921182,0.0,0.12964499552981917,0.0,0.043174885408895636,2.4,0.0,0.0,0.0,0.0,0.0
109,3.6333333333333333,0.0,-0.7827840675943545,0.0,0.1310868259967282,0.0,0.043254914007270495,2.422222222222222,0.0,0.0,0.0,0.0,0.0
110,3.6666666666666665,0.0,-0.7783757450063631,0.0,0.13253130448619488,0.0,0.04333435468400065,2.444444444444444,0.0,0.0,0.0,0.0,0.0
111,3.7,0.0,-0.773919068088748,0.0,0.1339784117218213,0.0,0.04341321706879231,2.466666666666667,0.0,0.0,0.0,0.0,0.0
112,3.7333333333333334,0.0,-0.7694139492415537,0.0,0.13542812874009466,0.0,0.04349151054820116,2.488888888888889,0.0,0.0,0.0,0.0,0.0
113,3.7666666666666666,0.0,-0.7648603014939336,0.0,0.136880436882558,0.0,0.043569244273899965,2.511111111111111,0.0,0.0,0.0,0.0,0.0
114,3.8,0.0,-0.7602580384940743,0.0,0.13833531778824384,0.0,0.04364642717057554,2.533333333333333,0.0,0.0,0.0,0.0,0.0
115,3.8333333333333335,0.0,-0.7556070744993688,0.0,0.13979275338636107,0.0,0.04372306794351688,2.555555555555556,0.0,0.0,0.0,0.0,0.0
116,3.8666666666666667,0.0,-0.7509073243668312,0.0,0.1412527258892228,0.0,0.04379917508585185,2.577777777777778,0.0,0.0,0.0,0.0,0.0
117,3.9,0.0,-0.7461587035437427,0.0,0.14271521778540694,0.0,0.04387475688552411,2.6,0.0,0.0,0.0,0.0,0.0
118,3.933333333333333,0.0,-0.7413611280585234,0.0,0.14418021183313845,0.0,0.04394982143194531,2.6222222222222222,0.0,0.0,0.0,0.0,0.0
119,3.966666666666667,0.0,-0.736514514511822,0.0,0.1456476910538853,0.0,0.04402437662240577,2.6444444444444444,0.0,0.0,0.0,0.0,0.0
120,4.0,0.0,-0.7316187800678158,0.0,0.14711763872615902,0.0,0.044098430168211245,2.6666666666666665,0.0,0.0,0.0,0.0,0.0
121,4.033333333333333,0.0,-0.7266738424457144,0.0,0.14859003837951168,0.0,0.044171989600579886,2.6888888888888887,0.0,0.0,0.0,0.0,0.0
122,4.066666666666666,0.0,-0.7216796199114619,0.0,0.15006487378872163,0.0,0.04424506227629854,2.711111111111111,0.0,0.0,0.0,0.0,0.0
123,4.1,0.0,-0.7166360312696302,0.0,0.15154212896816044,0.0,0.044317655383164234,2.733333333333333,0.0,0.0,0.0,0.0,0.0
124,4.133333333333334,0.0,-0.7115429958554969,0.0,0.15302178816633408,0.0,0.04438977594520915,2.755555555555556,0.0,0.0,0.0,0.0,0.0
125,4.166666666666667,0.0,-0.7064004335273042,0.0,0.15450383586059147,0.0,0.04446143082772164,2.777777777777778,0.0,0.0,0.0,0.0,0.0
126,4.2,0.0,-0.7012082646586919,0.0,0.15598825675199407,0.0,0.04453262674207814,2.8000000000000003,0.0,0.0,0.0,0.0,0.0
127,4.233333333333333,0.0,-0.6959664101312979,0.0,0.15747503576034044,0.0,0.04460337025039118,2.8222222222222224,0.0,0.0,0.0,0.0,0.0
128,4.266666666666667,0.0,-0.6906747913275244,0.0,0.15896415801933944,0.0,0.04467366776996995,2.8444444444444446,0.0,0.0,0.0,0.0,0.0
129,4.3,0.0,-0.6853333301234628,0.0,0.16045560887192734,0.0,0.04474352557763683,2.8666666666666667,0.0,0.0,0.0,0.0,0.0
130,4.333333333333333,0.0,-0.6799419488819716,0.0,0.16194937386572247,0.0,0.04481294981385414,2.888888888888889,0.0,0.0,0.0,0.0,0.0
131,4.366666666666666,0.0,-0.6745005704459055,0.0,0.16344543874861336,0.0,0.04488194648672672,2.911111111111111,0.0,0.0,0.0,0.0,0.0
132,4.4,0.0,-0.6690091181314893,0.0,0.16494378946447455,0.0,0.04495052147583556,2.9333333333333336,0.0,0.0,0.0,0.0,0.0
133,4.433333333333334,0.0,-0.6634675157218335,0.0,0.16644441214900607,0.0,0.045018680535945654,2.9555555555555557,0.0,0.0,0.0,0.0,0.0
134,4.466666666666667,0.0,-0.6578756874605856,0.0,0.1679472931256917,0.0,0.045086429300569,2.977777777777778,0.0,0.0,0.0,0.0,0.0
135,4.5,0.0,-0.652233558045717,0.0,0.16945241890187218,0.0,0.04515377328541431,3.0,0.0,0.0,0.0,0.0,0.0
136,4.533333333333333,0.0,-0.646541052623437,0.0,0.17095977616492886,0.0,0.045220717891700235,3.022222222222222,0.0,0.0,0.0,0.0,0.0
137,4.566666666666666,0.0,-0.6407980967822342,0.0,0.17246935177857403,0.0,0.045287268409355264,3.0444444444444443,0.0,0.0,0.0,0.0,0.0
138,4.6,0.0,-0.6350046165470398,0.0,0.17398113277924446,0.0,0.04535343002011277,3.0666666666666664,0.0,0.0,0.0,0.0,0.0
139,4.633333333333334,0.0,-0.6291605383735093,0.0,0.175495106372594,0.0,0.04541920780048614,3.0888888888888895,0.0,0.0,0.0,0.0,0.0
140,4.666666666666667,0.0,-0.6232657891424211,0.0,0.17701125993008246,0.0,0.04548460672465393,3.1111111111111116,0.0,0.0,0.0,0.0,0.0
141,4.7,0.0,-0.6173202961541864,0.0,0.17852958098565697,0.0,0.04554963166723519,3.1333333333333337,0.0,0.0,0.0,0.0,0.0
142,4.733333333333333,0.0,-0.6113239871234688,0.0,0.18005005723252276,0.0,0.04561428740597395,3.155555555555556,0.0,0.0,0.0,0.0,0.0
143,4.766666666666667,0.0,-0.6052767901739116,0.0,0.18157267652000075,0.0,0.04567857862433966,3.177777777777778,0.0,0.0,0.0,0.0,0.0
144,4.8,0.0,-0.5991786338329672,0.0,0.18309742685046823,0.0,0.04574250991402434,3.2,0.0,0.0,0.0,0.0,0.0
145,4.833333333333333,0.0,-0.5930294470268285,0.0,0.1846242963763809,0.0,0.045806085777379824,3.2222222222222223,0.0,0.0,0.0,0.0,0.0
146,4.866666666666666,0.0,-0.5868291590754582,0.0,0.18615327339737234,0.0,0.045869310629743365,3.2444444444444445,0.0,0.0,0.0,0.0,0.0
147,4.9,0.0,-0.5805776996877139,0.0,0.18768434635742984,0.0,0.045932188801725005,3.2666666666666666,0.0,0.0,0.0,0.0,0.0
148,4.933333333333334,0.0,-0.5742749989565663,0.0,0.1892175038421424,0.0,0.04599472454137665,3.2888888888888888,0.0,0.0,0.0,0.0,0.0
149,4.966666666666667,0.0,-0.5679209873544088,0.0,0.19075273457602016,0.0,0.04605692201633288,3.311111111111111,0.0,0.0,0.0,0.0,0.0
150,5.0,0.0,-0.5615155957284543,0.0,0.19229002741988188,0.0,0.046118785315851785,3.333333333333333,0.0,0.0,0.0,0.0,0.0
151,5.033333333333333,0.0,-0.5550587552962205,0.0,0.19382937136830874,0.0,0.0461803184528059,3.355555555555555,0.0,0.0,0.0,0.0,0.0
152,5.066666666666666,0.0,-0.5485503976410967,0.0,0.1953707555471623,0.0,0.046241525365606495,3.3777777777777773,0.0,0.0,0.0,0.0,0.0
153,5.1,0.0,-0.5419904547079942,0.0,0.1969141692111644,0.0,0.046302409920062904,3.3999999999999995,0.0,0.0,0.0,0.0,0.0
154,5.133333333333334,0.0,-0.5353788587990764,0.0,0.1984596017415374,0.0,0.04636297591119026,3.4222222222222225,0.0,0.0,0.0,0.0,0.0
155,5.166666666666667,0.0,-0.5287155425695667,0.0,0.20000704264370267,0.0,0.046423227064958106,3.4444444444444446,0.0,0.0,0.0,0.0,0.0
156,5.2,0.0,-0.5220004390236317,0.0,0.20155648154503536,0.0,0.04648316703998068,3.466666666666667,0.0,0.0,0.0,0.0,0.0
157,5.233333333333333,0.0,-0.5152334815103403,0.0,0.203107908192674,0.0,0.046542799429158954,3.488888888888889,0.0,0.0,0.0,0.0,0.0
158,5.266666666666667,0.0,-0.5084146037196935,0.0,0.2046613124513834,0.0,0.046602127761281864,3.511111111111111,0.0,0.0,0.0,0.0,0.0
159,5.3,0.0,-0.5015437396787251,0.0,0.2062166843014684,0.0,0.04666115550255007,3.533333333333333,0.0,0.0,0.0,0.0,0.0
160,5.333333333333333,0.0,-0.4946208237476726,0.0,0.20777401383673821,0.0,0.04671988605809474,3.5555555555555554,0.0,0.0,0.0,0.0,0.0
161,5.366666666666666,0.0,-0.4876457906162136,0.0,0.20933329126251854,0.0,0.046778322773409764,3.5777777777777775,0.0,0.0,0.0,0.0,0.0
162,5.4,0.0,-0.48061857529976915,0.0,0.21089450689371106,0.0,0.04683646893577559,3.6000000000000005,0.0,0.0,0.0,0.0,0.0
163,5.433333333333334,0.0,-0.47353911313587094,0.0,0.21245765115289827,0.0,0.04689432777561647,3.6222222222222227,0.0,0.0,0.0,0.0,0.0
164,5.466666666666667,0.0,-0.46640733978059046,0.0,0.2140227145684925,0.0,0.046951902467826934,3.644444444444445,0.0,0.0,0.0,0.0,0.0
165,5.5,0.0,-0.4592231912050305,0.0,0.2155896877729279,0.0,0.04700919613306154,3.666666666666667,0.0,0.0,0.0,0.0,0.0
166,5.533333333333333,0.0,-0.4519866036918754,0.0,0.2171585615008943,0.0,0.047066211838992233,3.688888888888889,0.0,0.0,0.0,0.0,0.0
167,5.566666666666666,0.0,-0.4446975138320002,0.0,0.21872932658761102,0.0,0.047122952601501567,3.7111111111111112,0.0,0.0,0.0,0.0,0.0
168,5.6,0.0,-0.4373558585211369,0.0,0.22030197396714063,0.0,0.047179421385888376,3.7333333333333334,0.0,0.0,0.0,0.0,0.0
169,5.633333333333334,0.0,-0.42996157495659626,0.0,0.2218764946707403,0.0,0.04723562110799023,3.7555555555555555,0.0,0.0,0.0,0.0,0.0
170,5.666666666666667,0.0,-0.4225146006340442,0.0,0.22345287982525053,0.0,0.04729155463530671,3.7777777777777777,0.0,0.0,0.0,0.0,0.0
171,5.7,0.0,-0.4150148733443312,0.0,0.22503112065151992,0.0,0.04734722478808184,3.8,0.0,0.0,0.0,0.0,0.0
172,5.733333333333333,0.0,-0.40746233117037456,0.0,0.22661120846286498,0.0,0.047402634340351635,3.822222222222222,0.0,0.0,0.0,0.0,0.0
173,5.766666666666667,0.0,-0.39985691248409083,0.0,0.2281931346635637,0.0,0.04745778602096157,3.844444444444444,0.0,0.0,0.0,0.0,0.0
174,5.8,0.0,-0.3921985559433784,0.0,0.2297768907473827,0.0,0.04751268251456997,3.8666666666666663,0.0,0.0,0.0,0.0,0.0
175,5.833333333333333,0.0,-0.3844872004891481,0.0,0.23136246829613627,0.0,0.04756732646260725,3.8888888888888884,0.0,0.0,0.0,0.0,0.0
176,5.866666666666666,0.0,-0.3767227853424041,0.0,0.23294985897827647,0.0,0.047621720464205985,3.9111111111111105,0.0,0.0,0.0,0.0,0.0
177,5.9,0.0,-0.3689052500013671,0.0,0.23453905454751456,0.0,0.047675867077142664,3.9333333333333336,0.0,0.0,0.0,0.0,0.0
178,5.933333333333334,0.0,-0.3610345342386466,0.0,0.236130046841471,0.0,0.04772976881869284,3.9555555555555557,0.0,0.0,0.0,0.0,0.0
